index,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
4050,SIN,DXB,0:50:00,5,3:25:00,4:15:00,5,EK353,EK,Emirates,1325,,
4051,SIN,DXB,0:50:00,4,3:25:00,4:15:00,4,EK353,EK,Emirates,1325,,
4052,SIN,DXB,15:10:00,5,3:15:00,18:25:00,5,SQ494,SQ,Singapore Airlines,3138,,3030
4053,SIN,LAX,20:45:00,0,0:55:00,21:40:00,0,SQ38,SQ,Singapore Airlines,1767,,6277
4054,SIN,LAX,20:45:00,2,0:55:00,21:40:00,2,SQ38,SQ,Singapore Airlines,1767,4020,12557
4055,SIN,LAX,18:40:00,6,0:55:00,19:35:00,6,SQ36,SQ,Singapore Airlines,1767,,
4056,SIN,LAX,20:45:00,4,0:55:00,21:40:00,4,SQ38,SQ,Singapore Airlines,1767,,12557
4057,SIN,LAX,20:45:00,1,0:55:00,21:40:00,1,SQ38,SQ,Singapore Airlines,2271,2802,12557
4058,SIN,LHR,23:45:00,1,6:50:00,6:35:00,2,QF1,QF,Qantas,1214,3392,
4059,SIN,LHR,23:45:00,2,6:50:00,6:35:00,3,QF1,QF,Qantas,1518,2457,5892
4060,SIN,LHR,23:45:00,6,6:50:00,6:35:00,0,QF1,QF,Qantas,1518,2476,4888
4061,SIN,LHR,9:00:00,0,6:40:00,15:40:00,0,SQ308,SQ,Singapore Airlines,1698,,
4062,SIN,LHR,23:30:00,2,6:25:00,5:55:00,3,SQ322,SQ,Singapore Airlines,1703,,
4063,SIN,LHR,23:30:00,5,6:25:00,5:55:00,6,SQ322,SQ,Singapore Airlines,1703,,
4064,SIN,LHR,23:30:00,4,6:25:00,5:55:00,5,SQ322,SQ,Singapore Airlines,1703,,
4065,SIN,LHR,23:30:00,0,6:25:00,5:55:00,1,SQ322,SQ,Singapore Airlines,1703,,6698
4066,SIN,LHR,1:10:00,3,6:35:00,7:45:00,3,SQ306,SQ,Singapore Airlines,1703,,6698
4067,SIN,LHR,1:10:00,4,6:35:00,7:45:00,4,SQ306,SQ,Singapore Airlines,1703,,
4068,SIN,LHR,12:35:00,0,6:40:00,19:15:00,0,SQ318,SQ,Singapore Airlines,1703,,6675
4069,SIN,LHR,9:00:00,2,6:40:00,15:40:00,2,SQ308,SQ,Singapore Airlines,1703,,6609
4070,SIN,LHR,12:35:00,2,6:40:00,19:15:00,2,SQ318,SQ,Singapore Airlines,1703,,6698
4071,SIN,LHR,9:00:00,3,6:40:00,15:40:00,3,SQ308,SQ,Singapore Airlines,1703,,
4072,SIN,LHR,12:35:00,3,6:40:00,19:15:00,3,SQ318,SQ,Singapore Airlines,1703,,6698
4073,SIN,LHR,9:00:00,4,6:40:00,15:40:00,4,SQ308,SQ,Singapore Airlines,1703,2484,7322
4074,SIN,LHR,12:35:00,4,6:40:00,19:15:00,4,SQ318,SQ,Singapore Airlines,1703,3597,7322
4075,SIN,LHR,23:30:00,1,6:25:00,5:55:00,2,SQ322,SQ,Singapore Airlines,1710,,7338
4076,SIN,LHR,23:30:00,6,6:25:00,5:55:00,0,SQ322,SQ,Singapore Airlines,1710,,
4077,SIN,LHR,1:10:00,1,6:35:00,7:45:00,1,SQ306,SQ,Singapore Airlines,1710,,
4078,SIN,LHR,9:00:00,1,6:40:00,15:40:00,1,SQ308,SQ,Singapore Airlines,1710,,
4079,SIN,LHR,12:35:00,1,6:40:00,19:15:00,1,SQ318,SQ,Singapore Airlines,1710,,7338
4080,SIN,LHR,9:00:00,6,6:40:00,15:40:00,6,SQ308,SQ,Singapore Airlines,1715,,
4081,SIN,LHR,12:35:00,6,6:40:00,19:15:00,6,SQ318,SQ,Singapore Airlines,1715,,6698
4082,SIN,LHR,1:10:00,0,6:35:00,7:45:00,0,SQ306,SQ,Singapore Airlines,1764,,6698
4083,SIN,HND,21:50:00,1,8:00:00,5:50:00,2,JL36,JL,Japan Airlines,656,,1918
4084,SIN,HND,22:10:00,2,8:20:00,6:30:00,3,NH844,NH,All Nippon Airways,680,1122,
4085,SIN,HND,22:10:00,6,8:20:00,6:30:00,0,NH844,NH,All Nippon Airways,680,,4143
4086,SIN,HND,22:10:00,1,8:20:00,6:30:00,2,NH844,NH,All Nippon Airways,680,2202,2008
4087,SIN,HND,22:10:00,3,8:20:00,6:30:00,4,NH844,NH,All Nippon Airways,680,1652,4176
4088,SIN,HND,22:10:00,0,8:20:00,6:30:00,1,NH844,NH,All Nippon Airways,680,1653,2376
4089,SIN,HND,22:10:00,5,8:20:00,6:30:00,6,NH844,NH,All Nippon Airways,683,1652,4144
4090,SIN,HND,13:55:00,3,7:55:00,21:50:00,3,SQ634,SQ,Singapore Airlines,687,,5280
4091,SIN,HND,21:50:00,2,8:00:00,5:50:00,3,JL36,JL,Japan Airlines,726,,
4092,SIN,HND,21:50:00,5,8:00:00,5:50:00,6,JL36,JL,Japan Airlines,726,,1926
4093,SIN,HND,21:50:00,3,8:00:00,5:50:00,4,JL36,JL,Japan Airlines,726,,
4094,SIN,HND,21:50:00,4,8:00:00,5:50:00,5,JL36,JL,Japan Airlines,758,,
4095,SIN,HND,13:55:00,6,7:55:00,21:50:00,6,SQ634,SQ,Singapore Airlines,899,,4914
4096,SIN,HND,22:10:00,4,8:20:00,6:30:00,5,NH844,NH,All Nippon Airways,991,,
4097,SIN,HND,13:55:00,3,7:55:00,21:50:00,3,NH6256,NH,All Nippon Airways,3199,,
4098,SIN,HND,13:55:00,1,7:55:00,21:50:00,1,NH6256,NH,All Nippon Airways,3208,,
4099,SIN,HKG,1:45:00,2,4:05:00,5:50:00,2,UO781,UO,HK Express,97,,
4100,SIN,HKG,6:00:00,4,3:50:00,9:50:00,4,TR980,TR,Scoot,103,218,
4101,SIN,HKG,6:00:00,3,3:50:00,9:50:00,3,TR980,TR,Scoot,103,218,
4102,SIN,HKG,6:00:00,2,3:50:00,9:50:00,2,TR980,TR,Scoot,103,220,
4103,SIN,HKG,6:00:00,5,3:50:00,9:50:00,5,TR980,TR,Scoot,103,218,
4104,SIN,HKG,6:00:00,1,3:50:00,9:50:00,1,TR980,TR,Scoot,103,218,
4105,SIN,HKG,6:00:00,6,3:50:00,9:50:00,6,TR980,TR,Scoot,103,221,
4106,SIN,HKG,6:00:00,0,3:50:00,9:50:00,0,TR980,TR,Scoot,107,218,
4107,SIN,HKG,1:45:00,4,4:05:00,5:50:00,4,CX714,CX,Cathay Pacific,193,612,1053
4108,SIN,HKG,18:00:00,1,4:10:00,22:10:00,1,CX716,CX,Cathay Pacific,193,613,1055
4109,SIN,HKG,8:40:00,4,4:00:00,12:40:00,4,SQ882,SQ,Singapore Airlines,198,948,2505
4110,SIN,HKG,8:40:00,3,4:00:00,12:40:00,3,SQ882,SQ,Singapore Airlines,260,897,2153
4111,SIN,HKG,8:40:00,1,4:00:00,12:40:00,1,SQ882,SQ,Singapore Airlines,260,897,1075
4112,SIN,HKG,8:40:00,2,4:00:00,12:40:00,2,SQ882,SQ,Singapore Airlines,260,897,2153
4113,SIN,HKG,13:05:00,3,4:00:00,17:05:00,3,SQ894,SQ,Singapore Airlines,260,897,2509
4114,SIN,HKG,13:05:00,1,4:00:00,17:05:00,1,SQ894,SQ,Singapore Airlines,260,948,1302
4115,SIN,HKG,13:05:00,0,4:00:00,17:05:00,0,SQ894,SQ,Singapore Airlines,260,1042,2509
4116,SIN,HKG,8:40:00,6,4:00:00,12:40:00,6,SQ882,SQ,Singapore Airlines,260,897,2505
4117,SIN,HKG,13:05:00,2,4:00:00,17:05:00,2,SQ894,SQ,Singapore Airlines,260,897,2509
4118,SIN,HKG,13:05:00,4,4:00:00,17:05:00,4,SQ894,SQ,Singapore Airlines,266,1160,2505
4119,SIN,HKG,8:40:00,5,4:00:00,12:40:00,5,SQ882,SQ,Singapore Airlines,268,1467,2505
4120,SIN,HKG,8:40:00,0,4:00:00,12:40:00,0,SQ882,SQ,Singapore Airlines,274,,2509
4121,SIN,HKG,12:55:00,6,4:20:00,17:15:00,6,CX690,CX,Cathay Pacific,275,613,
4122,SIN,HKG,12:55:00,6,4:20:00,17:15:00,6,CX690,CX,Cathay Pacific,281,613,
4123,SIN,HKG,13:05:00,6,4:00:00,17:05:00,6,SQ894,SQ,Singapore Airlines,308,1042,2505
4124,SIN,CDG,22:35:00,6,7:30:00,6:05:00,0,AF257,AF,Air France,703,2454,5384
4125,SIN,CDG,22:35:00,1,7:30:00,6:05:00,2,AF257,AF,Air France,754,2453,6467
4126,SIN,CDG,22:40:00,2,7:30:00,6:10:00,3,AF257,AF,Air France,755,1794,5384
4127,SIN,CDG,22:35:00,4,7:30:00,6:05:00,5,AF257,AF,Air France,960,,6467
4128,SIN,CDG,22:35:00,3,7:30:00,6:05:00,4,AF257,AF,Air France,1058,2454,6468
4129,SIN,CDG,0:15:00,2,7:20:00,7:35:00,2,SQ336,SQ,Singapore Airlines,1408,,6447
4130,SIN,CDG,0:15:00,0,7:20:00,7:35:00,0,SQ336,SQ,Singapore Airlines,1622,,8454
4131,SIN,CDG,13:55:00,5,7:20:00,21:15:00,5,SQ334,SQ,Singapore Airlines,1639,3496,6447
4132,SIN,CDG,13:55:00,0,7:20:00,21:15:00,0,SQ334,SQ,Singapore Airlines,1639,3496,6470
4133,SIN,CDG,0:15:00,4,7:20:00,7:35:00,4,SQ336,SQ,Singapore Airlines,1639,2449,6457
4134,SIN,CDG,0:15:00,5,7:20:00,7:35:00,5,SQ336,SQ,Singapore Airlines,1645,3112,6447
4135,SIN,CDG,0:15:00,3,7:20:00,7:35:00,3,SQ336,SQ,Singapore Airlines,1651,2898,7387
4136,SIN,CDG,0:15:00,6,7:20:00,7:35:00,6,SQ336,SQ,Singapore Airlines,1651,,6447
4137,SIN,CDG,13:55:00,3,7:20:00,21:15:00,3,SQ334,SQ,Singapore Airlines,1651,2898,6457
4138,SIN,CDG,0:15:00,1,7:20:00,7:35:00,1,SQ336,SQ,Singapore Airlines,1651,,6447
4139,SIN,CDG,22:35:00,6,7:30:00,6:05:00,0,QF4221,QF,Qantas,4471,,
4140,SIN,CDG,22:35:00,1,7:30:00,6:05:00,2,QF4221,QF,Qantas,4471,,
4141,SIN,CDG,22:40:00,2,7:30:00,6:10:00,3,QF4221,QF,Qantas,4471,,
4142,SIN,AMS,0:40:00,1,7:10:00,7:50:00,1,KL836,KL,KLM,755,,4133
4143,SIN,AMS,0:40:00,4,7:10:00,7:50:00,4,KL836,KL,KLM,755,,5510
4144,SIN,AMS,0:40:00,2,7:10:00,7:50:00,2,KL836,KL,KLM,755,,5510
4145,SIN,AMS,0:40:00,6,7:10:00,7:50:00,6,KL838,KL,KLM,813,,7382
4146,SIN,AMS,0:40:00,3,7:10:00,7:50:00,3,KL838,KL,KLM,880,,4133
4147,SIN,AMS,0:40:00,5,7:10:00,7:50:00,5,KL840,KL,KLM,880,,6472
4148,SIN,AMS,0:40:00,0,7:10:00,7:50:00,0,KL840,KL,KLM,1198,,6472
4149,SIN,AMS,23:55:00,6,7:20:00,7:15:00,0,SQ324,SQ,Singapore Airlines,1226,2484,11700
4150,SIN,AMS,23:55:00,2,7:20:00,7:15:00,3,SQ324,SQ,Singapore Airlines,1491,,6266
4151,SIN,AMS,23:55:00,4,7:20:00,7:15:00,5,SQ324,SQ,Singapore Airlines,1726,,
4152,SIN,AMS,23:55:00,3,7:20:00,7:15:00,4,SQ324,SQ,Singapore Airlines,1726,2484,6266
4153,SIN,AMS,23:55:00,0,7:20:00,7:15:00,1,SQ324,SQ,Singapore Airlines,3880,2474,6766
4154,SIN,AMS,0:40:00,4,7:10:00,7:50:00,4,QF4235,QF,Qantas,4288,,
4155,SIN,AMS,0:40:00,5,7:10:00,7:50:00,5,QF4230,QF,Qantas,4288,,
4156,SIN,AMS,0:40:00,1,7:10:00,7:50:00,1,QF4235,QF,Qantas,4288,,
4157,SIN,AMS,0:40:00,2,7:10:00,7:50:00,2,QF4235,QF,Qantas,4288,,
4158,SIN,AMS,0:40:00,3,7:10:00,7:50:00,3,QF4219,QF,Qantas,4288,,
4159,SIN,AMS,0:40:00,6,7:10:00,7:50:00,6,QF4219,QF,Qantas,4288,,
4160,SIN,FRA,23:40:00,6,7:25:00,7:05:00,0,LH779,LH,Lufthansa,690,3172,3787
4161,SIN,FRA,23:40:00,0,7:25:00,7:05:00,1,LH779,LH,Lufthansa,908,1717,5387
4162,SIN,FRA,10:55:00,3,6:45:00,17:40:00,3,SQ326,SQ,Singapore Airlines,974,,6018
4163,SIN,FRA,10:55:00,1,6:45:00,17:40:00,1,SQ326,SQ,Singapore Airlines,974,4227,5992
4164,SIN,FRA,10:55:00,2,6:45:00,17:40:00,2,SQ326,SQ,Singapore Airlines,974,1786,5477
4165,SIN,FRA,10:55:00,0,6:45:00,17:40:00,0,SQ326,SQ,Singapore Airlines,974,4209,5982
4166,SIN,FRA,23:40:00,0,7:25:00,7:05:00,1,SQ2008,SQ,Singapore Airlines,974,,
4167,SIN,FRA,23:40:00,2,7:25:00,7:05:00,3,LH779,LH,Lufthansa,1197,,5387
4168,SIN,FRA,23:40:00,6,7:25:00,7:05:00,0,SQ2008,SQ,Singapore Airlines,1260,,
4169,SIN,FRA,23:40:00,2,7:25:00,7:05:00,3,SQ2008,SQ,Singapore Airlines,1392,2418,5477
4170,SIN,FRA,10:55:00,1,6:45:00,17:40:00,1,LH9765,LH,Lufthansa,1595,1718,4367
4171,SIN,FRA,10:55:00,0,6:45:00,17:40:00,0,LH9765,LH,Lufthansa,1595,1725,4367
4172,SIN,FRA,10:55:00,3,6:45:00,17:40:00,3,LH9765,LH,Lufthansa,1595,2339,
4173,SIN,FRA,10:55:00,2,6:45:00,17:40:00,2,LH9765,LH,Lufthansa,1595,,4367
4174,SIN,FRA,23:40:00,3,7:25:00,7:05:00,4,LH779,LH,Lufthansa,1595,,3787
4175,SIN,FRA,23:40:00,4,7:25:00,7:05:00,5,LH779,LH,Lufthansa,1595,2327,
4176,SIN,FRA,23:40:00,1,7:25:00,7:05:00,2,LH779,LH,Lufthansa,1595,1725,
4177,SIN,FRA,23:40:00,3,7:25:00,7:05:00,4,SQ2008,SQ,Singapore Airlines,1654,,5477
4178,SIN,FRA,10:55:00,4,6:45:00,17:40:00,4,SQ326,SQ,Singapore Airlines,1665,1786,5992
4179,SIN,FRA,10:55:00,5,6:45:00,17:40:00,5,SQ326,SQ,Singapore Airlines,1665,,
4180,SIN,FRA,23:40:00,4,7:25:00,7:05:00,5,SQ2008,SQ,Singapore Airlines,1665,2418,
4181,SIN,FRA,23:40:00,1,7:25:00,7:05:00,2,SQ2008,SQ,Singapore Airlines,1665,1756,
4182,SIN,FRA,10:55:00,5,6:45:00,17:40:00,5,LH9765,LH,Lufthansa,1977,2339,
4183,SIN,FRA,10:55:00,6,6:45:00,17:40:00,6,LH9765,LH,Lufthansa,1977,3172,
4184,SIN,FRA,10:55:00,4,6:45:00,17:40:00,4,LH9765,LH,Lufthansa,1977,2327,5387
4185,SIN,IST,23:30:00,1,5:55:00,5:25:00,2,TK55,TK,Turkish Airlines,1627,,5688
4186,SIN,IST,2:05:00,5,6:00:00,8:05:00,5,SQ392,SQ,Singapore Airlines,1765,,
4187,SIN,IST,2:05:00,0,6:00:00,8:05:00,0,SQ392,SQ,Singapore Airlines,1765,2552,6281
4188,SIN,IST,2:05:00,4,6:00:00,8:05:00,4,SQ392,SQ,Singapore Airlines,1765,,6937
4189,SIN,IST,23:30:00,5,5:55:00,5:25:00,6,TK55,TK,Turkish Airlines,1798,,
4190,SIN,IST,23:30:00,2,5:55:00,5:25:00,3,TK55,TK,Turkish Airlines,1798,,5665
4191,SIN,IST,23:30:00,0,5:55:00,5:25:00,1,TK55,TK,Turkish Airlines,1798,,5688
4192,SIN,IST,23:30:00,6,5:55:00,5:25:00,0,TK55,TK,Turkish Airlines,1798,,5712
4193,SIN,IST,23:30:00,4,5:55:00,5:25:00,5,TK55,TK,Turkish Airlines,1798,,5614
4194,SIN,IST,2:05:00,2,6:00:00,8:05:00,2,SQ392,SQ,Singapore Airlines,3726,1597,8098
4195,SIN,DEL,8:40:00,2,2:55:00,11:35:00,2,AI381,AI,Air India,229,,1061
4196,SIN,DEL,8:40:00,3,2:55:00,11:35:00,3,AI381,AI,Air India,253,,1223
4197,SIN,DEL,9:30:00,3,3:20:00,12:50:00,3,UK116,UK,Vistara,256,415,1059
4198,SIN,DEL,8:40:00,1,2:55:00,11:35:00,1,AI381,AI,Air India,277,,1063
4199,SIN,DEL,8:40:00,4,2:55:00,11:35:00,4,AI381,AI,Air India,277,,1061
4200,SIN,DEL,9:30:00,2,3:20:00,12:50:00,2,UK116,UK,Vistara,277,414,1059
4201,SIN,DEL,9:30:00,1,3:20:00,12:50:00,1,UK116,UK,Vistara,277,412,1269
4202,SIN,DEL,8:40:00,0,2:55:00,11:35:00,0,AI381,AI,Air India,309,,
4203,SIN,DEL,9:30:00,0,3:20:00,12:50:00,0,UK116,UK,Vistara,315,517,
4204,SIN,DEL,9:30:00,4,3:20:00,12:50:00,4,UK116,UK,Vistara,315,414,1059
4205,SIN,DEL,9:30:00,6,3:20:00,12:50:00,6,UK116,UK,Vistara,354,515,1462
4206,SIN,DEL,9:30:00,5,3:20:00,12:50:00,5,UK116,UK,Vistara,354,518,1535
4207,SIN,DEL,8:40:00,6,2:55:00,11:35:00,6,AI381,AI,Air India,355,,1414
4208,SIN,DEL,8:40:00,5,2:55:00,11:35:00,5,AI381,AI,Air India,355,,1061
4209,SIN,DEL,2:35:00,1,3:05:00,5:40:00,1,SQ402,SQ,Singapore Airlines,448,,1893
4210,SIN,DEL,16:50:00,0,3:20:00,20:10:00,0,SQ406,SQ,Singapore Airlines,515,1586,
4211,SIN,DEL,2:35:00,6,3:05:00,5:40:00,6,SQ402,SQ,Singapore Airlines,517,,1901
4212,SIN,DEL,16:50:00,4,3:20:00,20:10:00,4,SQ406,SQ,Singapore Airlines,517,1586,2766
4213,SIN,DEL,16:50:00,5,3:20:00,20:10:00,5,SQ406,SQ,Singapore Airlines,683,1290,
4214,SIN,DEL,2:35:00,5,3:05:00,5:40:00,5,SQ402,SQ,Singapore Airlines,724,,3069
4215,SIN,DEL,2:35:00,2,3:05:00,5:40:00,2,SQ402,SQ,Singapore Airlines,724,,1233
4216,SIN,DEL,2:35:00,3,3:05:00,5:40:00,3,SQ402,SQ,Singapore Airlines,726,,2948
4217,SIN,DEL,16:50:00,3,3:20:00,20:10:00,3,SQ406,SQ,Singapore Airlines,726,760,2766
4218,SIN,DEL,16:50:00,5,3:20:00,20:10:00,5,SQ406,SQ,Singapore Airlines,726,1290,
4219,SIN,DEL,16:50:00,2,3:20:00,20:10:00,2,SQ406,SQ,Singapore Airlines,726,760,1233
4220,SIN,CGK,7:50:00,5,1:10:00,9:00:00,5,3K201,3K,Jetstar Asia Airways,343,,
4221,SIN,CGK,10:25:00,4,1:00:00,11:25:00,4,QZ263,QZ,Indonesia AirAsia,363,,
4222,SIN,CGK,11:25:00,4,0:50:00,12:15:00,4,ID7154,ID,Batik Air,375,,
4223,SIN,CGK,7:50:00,6,1:10:00,9:00:00,6,3K201,3K,Jetstar Asia Airways,393,,
4224,SIN,CGK,10:25:00,5,1:00:00,11:25:00,5,QZ263,QZ,Indonesia AirAsia,399,,
4225,SIN,CGK,10:25:00,6,1:00:00,11:25:00,6,QZ263,QZ,Indonesia AirAsia,399,,
4226,SIN,CGK,7:50:00,3,1:10:00,9:00:00,3,3K201,3K,Jetstar Asia Airways,400,,
4227,SIN,CGK,18:15:00,5,0:55:00,19:10:00,5,TR278,TR,Scoot,407,,
4228,SIN,CGK,10:10:00,3,0:55:00,11:05:00,3,TR276,TR,Scoot,407,,
4229,SIN,CGK,8:05:00,3,0:55:00,9:00:00,3,TR274,TR,Scoot,407,,
4230,SIN,CGK,18:55:00,2,0:50:00,19:45:00,2,ID7158,ID,Batik Air,434,,787
4231,SIN,CGK,17:35:00,4,0:50:00,18:25:00,4,ID7150,ID,Batik Air,434,,787
4232,SIN,CGK,18:55:00,5,0:50:00,19:45:00,5,ID7158,ID,Batik Air,434,,792
4233,SIN,ICN,3:30:00,0,7:30:00,11:00:00,0,TW172,TW,T'way Air,174,,774
4234,SIN,ICN,3:30:00,1,7:30:00,11:00:00,1,TW172,TW,T'way Air,177,,769
4235,SIN,ICN,3:30:00,4,7:30:00,11:00:00,4,TW172,TW,T'way Air,177,,
4236,SIN,ICN,3:30:00,5,7:30:00,11:00:00,5,TW172,TW,T'way Air,177,,
4237,SIN,ICN,3:30:00,2,7:30:00,11:00:00,2,TW172,TW,T'way Air,178,,868
4238,SIN,ICN,3:30:00,3,7:30:00,11:00:00,3,TW172,TW,T'way Air,178,,
4239,SIN,ICN,3:30:00,6,7:30:00,11:00:00,6,TW172,TW,T'way Air,209,,774
4240,SIN,ICN,1:25:00,5,7:25:00,8:50:00,5,TR842,TR,Scoot,259,378,
4241,SIN,ICN,1:25:00,1,7:25:00,8:50:00,1,TR842,TR,Scoot,259,378,
4242,SIN,ICN,1:35:00,6,7:15:00,8:50:00,6,TR842,TR,Scoot,387,378,
4243,SIN,ICN,1:25:00,3,7:25:00,8:50:00,3,TR842,TR,Scoot,387,378,
4244,SIN,ICN,1:10:00,0,7:25:00,8:35:00,0,KE646,KE,Korean Airlines,445,,1674
4245,SIN,ICN,23:15:00,2,7:30:00,6:45:00,3,OZ752,OZ,Asiana Airlines,451,,1297
4246,SIN,ICN,23:15:00,6,7:30:00,6:45:00,0,OZ752,OZ,Asiana Airlines,451,,1386
4247,SIN,ICN,23:15:00,1,7:30:00,6:45:00,2,OZ752,OZ,Asiana Airlines,451,,1386
4248,SIN,ICN,23:15:00,0,7:30:00,6:45:00,1,OZ752,OZ,Asiana Airlines,451,,1386
4249,SIN,ICN,23:15:00,3,7:30:00,6:45:00,4,OZ752,OZ,Asiana Airlines,451,,1386
4250,SIN,ICN,23:15:00,4,7:30:00,6:45:00,5,OZ752,OZ,Asiana Airlines,451,,1367
4251,SIN,ICN,22:35:00,6,7:25:00,6:00:00,0,KE644,KE,Korean Airlines,453,,
4252,SIN,ICN,1:10:00,6,7:25:00,8:35:00,6,KE646,KE,Korean Airlines,453,,1674
4253,SIN,ICN,1:10:00,2,7:25:00,8:35:00,2,KE646,KE,Korean Airlines,453,,1674
4254,SIN,ICN,1:10:00,1,7:25:00,8:35:00,1,KE646,KE,Korean Airlines,453,,1674
4255,SIN,ICN,22:35:00,2,7:25:00,6:00:00,3,KE644,KE,Korean Airlines,453,,1674
4256,SIN,ICN,1:10:00,4,7:25:00,8:35:00,4,KE646,KE,Korean Airlines,453,,1674
4257,SIN,ICN,1:10:00,3,7:25:00,8:35:00,3,KE646,KE,Korean Airlines,453,,1674
4258,SIN,DMK,10:15:00,2,1:25:00,11:40:00,2,FD358,FD,Thai AirAsia,156,,
4259,SIN,DMK,14:40:00,2,1:40:00,16:20:00,2,FD356,FD,Thai AirAsia,156,,
4260,SIN,DMK,15:20:00,1,1:40:00,17:00:00,1,FD356,FD,Thai AirAsia,158,,
4261,SIN,BKK,15:25:00,1,1:30:00,16:55:00,1,TR610,TR,Scoot,167,,
4262,SIN,BKK,14:10:00,2,1:20:00,15:30:00,2,VZ621,VZ,Thai VietJet Air,168,,
4263,SIN,DMK,10:15:00,1,1:25:00,11:40:00,1,FD358,FD,Thai AirAsia,182,,
4264,SIN,BKK,14:05:00,2,1:30:00,15:35:00,2,GF165,GF,Gulf Air,186,,575
4265,SIN,BKK,7:20:00,1,1:15:00,8:35:00,1,TR752,TR,Scoot,193,152,
4266,SIN,DMK,10:15:00,0,1:25:00,11:40:00,0,FD358,FD,Thai AirAsia,201,,
4267,SIN,DMK,15:20:00,0,1:40:00,17:00:00,0,FD356,FD,Thai AirAsia,201,,
4268,SIN,DMK,10:15:00,3,1:25:00,11:40:00,3,FD358,FD,Thai AirAsia,205,,
4269,SIN,DMK,15:20:00,3,1:40:00,17:00:00,3,FD356,FD,Thai AirAsia,205,,
4270,SIN,BKK,14:10:00,1,1:20:00,15:30:00,1,VZ621,VZ,Thai VietJet Air,207,,
4271,SIN,BKK,15:25:00,2,1:30:00,16:55:00,2,TR610,TR,Scoot,220,,
4272,SIN,BKK,8:20:00,1,1:30:00,9:50:00,1,TR624,TR,Scoot,220,152,
4273,SIN,BKK,8:20:00,0,1:30:00,9:50:00,0,TR624,TR,Scoot,220,215,
4274,SIN,DMK,14:40:00,4,1:40:00,16:20:00,4,FD356,FD,Thai AirAsia,236,,
4275,SIN,BKK,12:25:00,1,1:20:00,13:45:00,1,TG404,TG,Thai Airways,248,,618
4276,SIN,BKK,20:40:00,1,1:20:00,22:00:00,1,TG410,TG,Thai Airways,248,,618
4277,SIN,BKK,20:40:00,1,1:20:00,22:00:00,1,PG4810,PG,Bangkok Airways,254,,1153
4278,SIN,BKK,14:10:00,0,1:20:00,15:30:00,0,VZ621,VZ,Thai VietJet Air,258,,
4279,SIN,BKK,14:10:00,3,1:20:00,15:30:00,3,VZ621,VZ,Thai VietJet Air,258,,
4280,SIN,BKK,7:15:00,1,1:30:00,8:45:00,1,3K511,3K,Jetstar Asia Airways,258,,
4281,SIN,BKK,19:10:00,2,1:30:00,20:40:00,2,3K513,3K,Jetstar Asia Airways,258,,
4282,SIN,BKK,15:25:00,3,1:30:00,16:55:00,3,TR610,TR,Scoot,262,,
4283,SIN,JFK,11:50:00,3,6:40:00,18:30:00,3,SQ24,SQ,Singapore Airlines,3342,3982,7981
4284,SIN,JFK,11:50:00,5,6:40:00,18:30:00,5,SQ24,SQ,Singapore Airlines,4549,3280,13679
4285,SIN,JFK,11:50:00,1,6:40:00,18:30:00,1,SQ24,SQ,Singapore Airlines,7077,3982,13735
4286,SIN,KUL,11:20:00,2,1:05:00,12:25:00,2,AK704,AK,AirAsia,49,,
4287,SIN,KUL,13:50:00,2,1:05:00,14:55:00,2,AK714,AK,AirAsia,49,,
4288,SIN,KUL,11:45:00,2,1:10:00,12:55:00,2,AK710,AK,AirAsia,49,,
4289,SIN,KUL,21:20:00,1,1:10:00,22:30:00,1,AK720,AK,AirAsia,49,,
4290,SIN,KUL,19:30:00,1,1:05:00,20:35:00,1,TR466,TR,Scoot,49,,
4291,SIN,KUL,19:30:00,2,1:05:00,20:35:00,2,TR466,TR,Scoot,49,,
4292,SIN,KUL,7:00:00,0,1:10:00,8:10:00,0,3K683,3K,Jetstar Asia Airways,51,,
4293,SIN,KUL,19:30:00,1,1:10:00,20:40:00,1,3K687,3K,Jetstar Asia Airways,52,,
4294,SIN,KUL,18:55:00,2,1:10:00,20:05:00,2,3K687,3K,Jetstar Asia Airways,52,,
4295,SIN,KUL,7:00:00,2,1:10:00,8:10:00,2,3K683,3K,Jetstar Asia Airways,52,,
4296,SIN,KUL,7:00:00,1,1:10:00,8:10:00,1,3K683,3K,Jetstar Asia Airways,52,,
4297,SIN,KUL,12:05:00,2,1:15:00,13:20:00,2,3K685,3K,Jetstar Asia Airways,52,,
4298,SIN,KUL,7:00:00,6,1:10:00,8:10:00,6,3K683,3K,Jetstar Asia Airways,54,,
4299,SIN,KUL,7:00:00,3,1:10:00,8:10:00,3,3K683,3K,Jetstar Asia Airways,56,,
4300,SIN,KUL,12:05:00,3,1:15:00,13:20:00,3,3K685,3K,Jetstar Asia Airways,56,,
4301,SIN,KUL,12:05:00,1,1:15:00,13:20:00,1,3K685,3K,Jetstar Asia Airways,56,,
4302,SIN,KUL,19:55:00,2,1:05:00,21:00:00,2,AK716,AK,AirAsia,56,,
4303,SIN,KUL,13:50:00,1,1:05:00,14:55:00,1,AK714,AK,AirAsia,56,,
4304,SIN,KUL,11:20:00,1,1:05:00,12:25:00,1,AK704,AK,AirAsia,56,,
